% Model,STEAM_T1_5B.mph
% Version,COMSOL 5.3.1.180
% Date,"Apr 25 2018, 12:14"
% Table,Table 5 - CvSc_avg_HT0_5Aa (CvSc_avg_HT0_5Aa)
% Time (s),CvSc_avg_HT0_5Aa (J/(m^3*K))
0.335,2071424.9278639907
0.34,2075494.7121642695
0.34500000000000003,2079450.0399116091
0.35000000000000003,2083294.55508026
0.35500000000000004,2087031.7850720396
0.36,2090665.146647117
0.365,2094197.951426939
0.37,2097633.411008806
0.375,2100974.64172551
0.38,2104224.6690805503
0.385,2107386.431886298
0.39,2110462.786127261
0.395,2113456.5085735917
0.4,2116370.3001635512
0.405,2119206.7891761754
0.41000000000000003,2121968.534207468
0.41500000000000004,2124658.026968855
0.42000000000000004,2127277.6949206274
0.425,2129829.9037542017
0.43,2132316.959732921
0.435,2134741.111906377
0.44,2137104.5542037967
0.445,2139409.4274195037
0.45,2141657.8210950494
0.455,2143851.7753105103
0.46,2145993.2823872888
0.465,2148084.2885123733
0.47000000000000003,2150126.695288174
0.47500000000000003,2152122.3612153064
0.48000000000000004,2154073.103111618
0.485,2155980.6974730454
0.49,2157846.8817818505
0.495,2159673.355763544
0.5,2161461.782599299
0.505,2163213.7900953805
0.51,2164930.971813436
0.515,2166614.8881654236
0.52,2168267.067473605
0.525,2169889.0070022563
0.53,2171482.173958806
0.535,2173048.006471048
0.54,2174587.91453876
0.545,2176103.2809656803
0.55,2177595.462269209
0.555,2179065.7895741495
0.56,2180514.7837086204
0.5650000000000001,2181943.5792274284
0.5700000000000001,2183353.825936309
0.5750000000000001,2184746.9332489967
0.5800000000000001,2186124.138936641
0.585,2187486.6030648113
0.59,2188835.4553668867
0.595,2190171.8087782166
0.6,2191496.7598470086
0.605,2192811.3868619422
0.61,2194116.748867867
0.615,2195413.8856416238
0.62,2196703.8181900275
0.625,2197987.5490959077
0.63,2199266.063070635
0.635,2200540.327472841
0.64,2201811.2927414514
0.645,2203079.8927853485
0.65,2204347.045368641
0.655,2205613.652494843
0.66,2206880.6007902445
0.665,2208148.761869233
0.67,2209418.99269436
0.675,2210692.1359215635
0.68,2211969.0202342714
0.685,2213250.4606726277
0.6900000000000001,2214537.2589514353
0.6950000000000001,2215830.2037733127
0.7000000000000001,2217130.071130044
0.7050000000000001,2218437.624598077
0.71,2219753.6156256096
0.715,2221078.783813026
0.72,2222413.857186168
0.725,2223759.552463311
0.73,2225116.575315329
0.735,2226485.6206191136
0.74,2227867.3727061017
0.745,2229262.5056037204
0.75,2230671.6832721
0.755,2232095.5598355797
0.76,2233534.7798071746
0.765,2234989.9783104216
0.77,2236461.781295063
0.775,2237950.805746905
0.78,2239457.6598952003
0.785,2240982.943413291
0.79,2242527.2476181667
0.795,2244091.1556619694
0.8,2245675.2427218775
0.805,2247280.0761848115
0.81,2248906.2158306316
0.8150000000000001,2250554.2140081613
0.8200000000000001,2252224.6158097032
0.8250000000000001,2254583.375066883
0.8300000000000001,2255237.6897469256
0.8350000000000001,2255891.4268152406
0.84,2256544.614276719
0.845,2257197.2508548656
0.85,2257849.336449566
0.855,2258500.873167107
0.86,2259151.8642844586
0.865,2259802.3133920687
0.87,2260452.22403654
0.875,2261101.599649765
0.88,2261750.443580969
0.885,2262398.7590968055
0.89,2263046.549407029
0.895,2263693.8176787244
0.9,2264340.567036726
0.905,2264986.8005603966
0.91,2265632.521282744
0.915,2266277.732192032
0.92,2266922.43623391
0.925,2267566.636312948
0.93,2268210.335294154
0.935,2268853.5360040683
0.9400000000000001,2269496.2412317377
0.9450000000000001,2270138.4537299285
0.9500000000000001,2270780.176216465
0.9550000000000001,2271421.4113754644
0.9600000000000001,2272062.161858496
0.965,2272702.430285656
0.97,2273342.219246743
0.975,2273981.531302357
0.98,2274620.3689850466
0.985,2275258.7348003513
0.99,2275896.63122791
0.995,2276534.0607224624
1,2277171.0257149385
